x,y,p
27.7,59,5.4
24.3,58.1,7.4
27.6,60.1,7.6
24.9,60,5.4
24.7,62.8,6.1
26.5,63.3,6.5
26.9,63.6,7.3
26.8,65.4,5.6
24.9,64,6.6
24.2,68,5.1
27.4,67.7,5.6
27.5,69.9,5.6
26.6,70.5,6.3
25.1,69.7,6.9
24.8,70.2,7.4
27.5,72.6,8
26.9,74.2,5.2
25.3,75.8,6.9
26.7,76.7,5.9
27.4,75.4,6
24.9,77.8,6.7
27.5,79.9,7.9
25,78.5,5.7
26.3,81.6,8
24.8,82.5,5.7
25.2,83.5,6.5
26,84.1,7.8
26.6,84.2,6.2
27.1,85.4,7.7
25.2,87.8,5.6
26.4,86.8,5.3
26.8,89.2,7.2
24.5,90,6.9
26.2,89.1,6
24.8,90.2,7.9
26.4,93.7,7
26.5,92.1,6.4
25.9,93.7,8
27.5,95.7,6.3
25.8,95.6,6.1
25.9,98.4,5.9
25.8,98.7,6.4
26.8,98.5,5.8
27.3,101.8,6.3
25.9,2.3,6.5
27.4,1.6,7.7
26.2,2.2,6
26.9,5.3,7.9
28.1,5.1,6
26.9,6.1,2.1
25.4,8.3,2.4
25.2,8.6,2.4
28.1,8.4,2.4
25.7,10.2,2.2
29,12.9,2
27.6,12.7,2.4
28.1,13.2,2.4
27.7,13.2,2.1
26.7,16.4,2.3
25.7,17.6,2
27.6,16.8,2.3
27.9,18.9,2.4
27.7,19.2,2.3
25.8,19.7,2.4
25.7,20.4,2.3
25.3,23.2,2.3
25.4,23.1,2.5
27.3,23.9,2.3
26.5,26.1,2.3
28.5,25.7,2.5
26.2,28.3,2.3
27.1,29.2,2.3
28.8,30.6,2.2
27.3,29.1,2.2
26.5,32.7,2.4
26.1,31.2,2.1
28.2,33.4,2.2
26.7,35.6,2.4
25.1,36.6,2.4
28.8,37,2.1
26.8,37.2,2.2
28,37.7,2.2
27.1,39.1,2.1
28.3,39.9,2.2
28.8,42.4,2.4
27.7,43.3,2.1
28.6,42,2.5
26.5,45.6,7.2
25.4,44.4,2.4
26.6,45.4,6.3
26.1,47.3,7.9
27.9,48,5.4
27.6,48.3,7.3
27.6,51.1,6.9
26.7,52.2,5.9
28.4,52,5
27.7,53.6,8
26.4,55,5.1
28.3,55.6,6.6
26.9,55.8,6.6
27.9,56,5.3
28.8,58.5,6.7
27.8,60.6,7.1
28.2,61.2,7.5
26,63,6.4
29,63.7,6.8
28,64.1,6.5
26.2,63.5,7.1
27.6,65.5,5.9
26.5,65,7.4
29,68.6,6.6
27.8,67.8,7.8
27,69.4,7
28.4,70.5,6.4
26.5,73,6
25.3,73.7,5.2
28.2,73.6,6.5
25.9,75.9,6.5
28.7,76.9,6.2
28.2,76.1,7.8
25.6,76.5,5.5
25,78,7.9
28.6,80.2,5.8
28.2,79.8,7
25.2,80.3,5.3
25.9,82.6,7.5
26.7,84.1,7.8
25.1,85.8,6.2
26.9,85.8,7.1
26,86.8,6.8
28.9,86.3,7.4
28.3,89.6,5.7
27.1,89,5.2
25.9,90.7,5.4
25.1,90.9,7.7
25.3,92.2,5.7
25.5,94.5,6.5
28.4,93.6,5.5
25.9,95.5,5.7
28.9,95.2,6
27.8,96.9,6.5
26,98.4,7.5
25.1,100.3,5.3
27.8,100.1,6.6
27.9,0.7,5.4
26.1,1.5,5.8
27.3,4.3,6.4
26.2,3.2,6.2
29,5.6,7.9
26.4,6.3,2.3
26.3,8.6,2
27.3,9.3,2.4
26.3,10.8,2.5
29.3,11.4,2.4
27.1,10.4,2.4
28.2,11.5,2.4
28.5,13.4,2.2
26.8,14.6,2.4
26.2,15.7,2.3
28.4,17.8,2.1
28,16.8,2
27.5,18.2,2
28.7,18.9,2.1
26.2,19.2,2.4
26.5,20.8,2.4
27.6,22.3,2
29.3,24.4,9
29.3,24.3,2.4
27.6,24,2.1
28.8,28,2.4
27.5,27,2.3
28,27.6,2.2
26.8,29.9,2
28,29.5,2.4
29,31.1,2.4
27.2,32.4,2.1
26.6,34.5,2.3
29.5,33.8,2.2
27.5,36.9,2.4
26.3,36.4,2.4
26.1,36.5,2.3
26.3,37.6,2.2
28.4,39.1,2.4
27.3,39.8,2.3
29.6,40,2.5
29.3,42.4,2.2
27.6,42.5,2.2
29.4,45.3,7.6
29.9,45,6.1
27.2,46.6,6.5
27.7,46.6,8
26.3,48.8,5.4
26.2,48.9,6.4
27.9,50.8,5.7
26.7,52.7,6.7
27.5,52.8,6.8
26.9,54.4,5.2
27.1,55.3,6.7
26.2,56.2,7
26.9,57.3,5.3
27.7,57.1,6.7
27.6,57.4,5.3
26.3,58.2,7.4
28.8,59.8,8
27.3,60.7,6.9
26,63.8,5.7
28.6,64.1,7.9
26.8,65.8,6.7
28.5,66.6,5.1
29.4,66.3,5
26.4,66.5,6.3
29,68.1,7.2
29.6,68.2,6.2
28.6,69.7,6.9
27.5,70.1,5.1
27.2,72.3,5.7
28.3,72.5,5.7
27.4,74.7,5.6
28.5,74.8,6.6
28.1,77.7,7.6
27.4,76.7,6.3
30,78.9,7.1
27.6,78.5,7.1
27.7,79,7.3
27.4,80.7,6.8
27.8,81.8,8
28.9,82.1,7.3
29.9,83.8,7.3
27.2,86.4,6.1
28,87.3,5.4
26.6,88.6,5.8
28.5,89.4,7.8
28.2,90.6,7.9
26.6,91.8,7.1
28.7,92.8,7.5
27.6,91.4,5.9
26.4,93.4,8
26.2,93.7,6.2
27.1,95.4,7
28.7,95.6,5.1
26.5,97.9,6.6
26,98.2,5.4
29.7,99.8,5.4
28.6,100.8,6.2
27.8,0.3,5.9
28.9,2.2,5
28.9,2.1,5.2
30.1,4.6,7.5
29.5,6.1,6.3
29.2,5.5,7.1
29.6,7.8,2.3
28.1,8.2,2.3
29.5,10.1,2.1
30.7,9.4,2.1
29.8,12.7,2
28.9,11.3,2.1
29.1,12,2.3
27.7,13.3,2.1
27.9,15.5,2.3
28,15.4,2.2
27.6,18.7,2.1
28.5,19.1,2
29.8,19.1,2.2
29.2,20.1,2.2
30.8,22.8,2
30.2,24,2.1
30.8,23.7,2.1
27.5,25.1,2.5
29,24.6,2.1
30.1,25.7,2.4
29.9,26.4,2.4
27.3,27.1,2.5
27.6,30.4,2
29.2,31.3,2.5
30.8,31.2,2.1
28.8,33.7,2.2
29.9,34.3,2.2
30.8,35.1,2.3
30.7,34.4,2.4
30.4,35.9,2.1
27.9,38.4,2.2
27.2,38.1,2.2
27.2,40.2,2.5
29.3,41.1,2.5
27.4,41.8,2.5
30.4,43.9,6.5
27.2,44.8,7.7
29.8,45.5,7.4
30.7,44.6,7.6
27.6,46.1,7.8
27,47.1,7.7
29.2,48.3,5
30.6,49.2,7
28.1,51.2,7.2
28,52.5,7.6
30.2,52.4,7.4
29.1,52.9,6.1
27.2,55.9,6.9
30.7,56.8,6.2
29.6,55.4,5.8
29.4,58.9,7.6
30.6,58.3,5.5
28.9,60.9,7.8
30,61.6,6.6
29.6,61,6.9
29.4,61.6,7
29.6,62.8,5.3
29.1,63.3,6.3
30.1,66.8,7
27.6,67,5.3
28.5,68.5,6
28.6,67.3,5.2
30.2,69.4,7.1
27.2,70.1,6.2
28.9,70.2,6.8
28,73,7
28.3,73.6,6
28.1,73.5,5.2
27.6,74.7,7.4
29.8,77.5,7
30.1,78.8,7.2
30.3,78.5,7.5
28.2,80.6,7.5
30.3,80.1,5.8
27.9,82.4,6.3
29.4,83.8,6.7
30.5,82.9,7.8
28.4,85.1,5.1
28.5,84.2,7.2
30.8,86.8,5.1
28.2,88.4,8
30.7,89.9,6.9
27.2,88.2,7.7
29.5,90.8,7
29.1,92.6,7.3
27.4,91.6,5.8
28.4,94.3,7.6
29.9,93.1,5.7
27.4,96,6
27.5,96.8,7.6
29.7,97.1,6.3
29.8,98.4,6.3
28.4,100.1,5.8
30.4,101.5,5.4
28.3,0.7,6.6
30.8,2,7
29,4.1,6.2
32,5.9,5
30.6,6.7,5.5
29.7,6.7,6.7
31.9,8.9,2.3
28.3,7.7,2.1
29.2,8.5,2.1
30.5,10.6,2.3
28.2,12.1,2.1
30.8,12.4,2.1
31.1,12.6,2.4
32,13.9,2.1
30.4,14.5,2.1
29.5,15.7,2.2
28.4,18.3,2.4
30.1,18,2.1
28.7,18.1,2.2
31.1,21.5,2.2
30.7,20.1,2.1
28.1,22.6,2.4
29.9,23,2.1
31.8,23.9,2.3
28.4,26.9,2.3
30.9,26,2.3
32,28.2,2.4
31.5,28.2,2
30,30.1,2.2
28.6,29.4,2.1
28.1,30.7,2.3
31.4,33.3,2.2
30.6,33.6,2.2
32,36,2.4
31.2,36,2.1
31,36.7,2.3
28.3,37.2,2.1
28.1,39.3,2.1
30.8,40.7,2
31.8,42,6.8
28.2,42.3,2.5
31.6,43.3,6.9
29.1,43.1,2.4
31,43.2,6.6
28.6,45.5,6.1
28.3,47.5,5.8
31.6,46.8,7.9
31.4,49.3,7.2
30.8,49,5.9
29.5,51.3,7.6
28.4,51.4,7.7
28.1,52.7,6.4
28.7,52.3,5.3
31,55.8,7.1
29.5,54,7.5
29.2,56.6,5.6
30.2,56.1,5.6
28.7,58.2,6.8
29.5,59.7,6.5
31.2,61.2,6
30.3,62.7,7.9
28.6,61.5,6
31.3,63.8,5.6
29.1,64.4,5.8
31.7,66.8,5.4
31.9,65.2,6.1
29.5,67.8,7.6
32,69.9,5.7
30,69.9,6.8
30,70.6,6
28.4,71.2,8
28.1,72.4,7.9
30.8,72.6,7.6
29.6,75,7.1
30.7,74.6,5
31.8,77.9,6.3
31.8,77,7.6
30.6,80,7.1
31.7,80.1,6.8
29.4,81.9,6.5
29.3,82.6,5.3
30.5,81.6,6.6
29.1,83.4,7.7
29.9,84.1,6.3
28.4,84.2,7.1
31.3,85.2,7.8
29.8,86.6,7.5
29,87.7,7.3
30.4,90.1,6.9
28.9,91.1,6.5
28.2,90.7,7.4
31.8,91.1,7.4
29.5,93,7.4
29,94.7,5.2
30.5,94.1,5.1
28.7,96.8,7.8
31.6,98.7,7.4
29.4,98.9,6
30.7,100.7,7
30.4,100.7,5.2
30.7,1.5,6.5
32.2,1.3,5.6
31.2,2.6,5.7
32.8,3.9,6.7
30.2,6,5
32.4,5.1,5.3
29.2,7.7,2.2
30.1,9,2.1
29.6,10.4,2.4
30.3,11.6,2.4
31.4,10.5,2.3
31.4,13.3,2.2
32.2,14.4,2.1
32.4,13.3,2.2
30.7,14.8,2.4
29.4,15.8,2.1
32.9,18.5,2.3
29.5,18.8,2.5
30.1,19.2,2.3
29.8,20.4,2.4
30.5,20.2,2.5
29.5,21.3,2
32,22.9,2.5
30.2,25.2,2.2
29.5,24.9,2
31,26,2.2
30.8,26.1,2.1
29.7,28.8,2.2
32.4,29.4,2.4
30.5,32,2.2
32.2,30.9,2
32.8,32.7,2
30,34.1,2.4
31.8,35.7,2.2
30.7,35.9,2
31.6,36.9,2
31.2,38.7,2.4
32.1,37,2.4
32.2,38.5,2.3
32.2,40.6,2.5
32.9,40.1,2
31.3,43.5,7.9
32.5,43.6,5.8
29.3,43.5,5.5
32.2,45.9,5.4
29.4,47.9,8
31.9,46.1,5.6
30.3,48.1,6
31.5,50.4,6.5
32,50.5,6
29.5,51.7,5.9
31.2,53.3,6.6
32.4,53.9,7.8
29,55.2,5.5
32.7,56.4,6.5
29.6,56,7.9
32.2,56.6,5.2
31.4,57.1,7.3
29.1,59,6
32,60.8,7.8
29.8,61.6,7.3
30.2,63.1,5.9
32.6,64.9,7
31.1,63.6,7.4
31.1,66.4,5.7
32.4,66.7,5.5
29.1,67.7,7.4
32,69.3,7.5
32.7,69.9,5.8
31.5,71.2,6.4
29.6,70,5.8
31.3,72.2,6.9
32.1,73.3,5.9
29.7,73.2,6.9
30.9,74.8,5.4
30.3,75.2,5.8
31.9,78.4,6.2
30.3,79.1,6.3
29.7,79.2,5.7
30.3,81.5,7.2
31,82.2,6.5
29.8,82.4,7.2
32.1,82.6,7.6
30.3,83.3,6.5
29.3,86.1,6.1
31.1,85.1,5.5
30.3,86.4,7.4
30,89.8,6.5
32,88.3,7.4
32.5,89.1,5.5
32.2,91.6,6
32.9,93.8,5.2
29.6,94.4,7
29,93.3,7.9
30.2,96.3,6.9
31.4,96.1,7.1
30.3,98.4,6
29.9,97.3,6.9
29.8,98.1,6.5
32.3,101.9,6.7
32.7,1.8,5.6
30.9,3.1,6.2
32.9,3.4,5.7
31.1,4.6,7.2
32.1,6.6,6.1
31.3,6.2,7
33.8,6.4,6.5
31.4,8.5,2.2
31.8,9.5,2
31.8,11.3,2
31.1,12.9,2.3
32.2,11.9,2.1
32,13,2.4
31.2,15.9,2.3
31,15.9,2.1
31.7,15.2,2.2
30.4,18.9,2.3
32.4,18.8,2.3
30.9,20.8,2.3
33.9,20.8,2.4
33.6,22.8,2
33.1,23.7,2
33.2,24,2.4
30,25.5,2.5
32.1,26,2.2
31,27.4,2.4
31.8,27.2,2.1
32.6,28.9,2.2
31.3,30.3,2.5
30.6,29.8,2.2
31,31.1,2.1
30.3,33.5,2.3
32.3,32.6,2.2
30.9,35.3,2.3
32.3,36,2.1
32.2,36.7,2
31.1,37.3,2.4
33,37,2.2
31.2,39.4,2.3
33.3,41,6.6
33,41.9,5.2
30.5,42.5,2.1
30.2,42.7,2.2
31.2,43.4,5.2
32.5,45.5,5.9
30,47.7,6.2
31,48,5
33.7,48.8,5.9
31.1,50.7,6
33.7,51.8,5.7
31.5,50.5,7.4
31.7,53.6,6.2
32,52.8,6.3
31.1,54,5.9
33.2,55.1,7.8
30.6,55,5.2
31.5,57.8,7.5
33.9,59.8,5.4
30.7,59.8,7.9
32.7,61.4,5.8
33.6,61,5.3
34,61.9,6.6
32,64.8,5.5
31.9,65.1,7.5
33.2,65.4,5.9
30.7,67.3,7.7
32.6,67,6.4
33.6,67.1,5.1
31.1,68.7,7
33.2,70.5,7.9
32.7,72.8,6.7
31.4,73.3,5.5
31.5,73,5.9
30.5,74.1,7.4
31.5,75.5,6
31,75.4,6.1
30.7,76.8,6.5
30.3,77.5,5.5
31.6,80.2,5.3
33.4,80.8,7.9
32.3,80.1,6.3
33.6,81.3,7.7
33.1,82.8,7.6
32.2,83.5,5.2
31.1,85.3,5.6
33.2,85.6,6.8
32.7,88.2,7.3
33.3,88.1,5
33.4,89,6.6
31.1,89.7,6.7
32.6,93,5.3
30.9,92.6,5.9
30.8,92.4,6
31.8,94.9,7.6
31.5,96.3,7.2
32.6,97.2,7
31.1,96.7,7.2
32,100,7.2
33.3,100.4,6.1
33,102,6
34.9,2.3,5.3
33.2,3.5,7.2
34.5,4.5,7.1
32.2,4.4,7.3
31.1,6.7,7.2
32,6.6,6.7
33.9,6.5,7.8
32.6,7.5,6.6
33.6,9.3,6.4
32.6,10.5,2.5
32.1,10.8,2
31.2,13.4,2.3
34.8,14,2.1
31.6,14.8,2
34.4,14.7,2.1
31.8,16,2.4
32.7,17.5,2
34.7,17.9,2.5
34.1,18.6,2.5
34.2,19.5,2.5
33.9,22.9,2.2
33.5,23.4,2.5
34.8,22.7,2.3
33.5,25.4,2
31.2,24.5,2.1
31.3,26.1,2.2
34.6,27.6,2.5
31.4,27.1,2
32.4,28.5,2.2
34.9,29.4,2.2
31.9,31.4,2.1
33.4,33.9,2
34.4,32.6,2.2
33.5,34.9,2.5
34.6,36.7,2.4
31.1,35.1,2.3
34.9,37.5,2.4
31.3,37.1,2.5
31.4,38.2,2.3
33.9,39.2,2.3
32.4,41.6,6.7
32.3,41.6,6.4
31.4,43.6,7.2
32.9,44,7
31,44.5,6.6
32.3,46.6,6.2
34,48.7,5.8
32,50,6.3
34.3,49,7.3
33.9,49.2,7.9
32.7,52.6,5.1
33.4,53.9,5.7
31.9,53,7.4
33.2,55.6,6.4
31.6,56.5,7.8
33,55.9,6.9
34.2,56.1,5.9
34.5,57.9,7
34.5,58.7,7
35,59.4,5.4
34.5,60.2,6.1
32.3,61.1,5.5
31.9,63.1,5.8
33.4,63.1,7.9
35,64.8,5.9
31.9,66.3,5.2
31.5,67.4,7.3
33.6,67.7,5.9
32.5,70.4,7.9
31.2,70.7,6
32.8,70.1,5.8
31.9,72.8,6
33.8,72.3,5.9
33.4,75.1,6.7
32.4,76.9,6.6
34,75.3,5.5
33.2,77.1,5.4
33.8,78.5,6.8
34.6,78.6,6.3
32.7,80.2,7.6
31.3,82,6
34.4,81.1,5.1
34.3,84.6,7.7
34.7,84.6,5.4
33.5,85.8,5.9
32.8,85.6,6.7
31.2,86.3,8
33.9,88.8,5.6
31.8,88.2,6.6
31.3,91.3,8
32.9,91.7,5.3
33.6,91.7,5.9
32.9,92.9,6.7
31.6,93.2,7
33.5,94.9,6.8
31.7,96.6,5.9
32.5,97.1,7.8
34.2,97.4,7
33.4,99.3,7.4
34.2,101.8,7.4
33.9,2,7.7
34.1,3.5,5.1
33,3.9,7.4
36,5.1,7.1
32.6,6.7,8
33.7,5.8,7.8
32.3,7.7,5.1
35.7,7.7,7.6
33.8,9,7
32,11.3,2.2
35.1,11.7,2.1
34.2,12.4,2
35.6,13.2,2.2
33.1,14.2,2.2
34.8,14.6,2.3
33.6,17,2.1
35.7,16.5,2.4
33,17.8,2
33.8,20.4,2.2
35.4,20.4,2.1
32.1,21.3,2.5
34.6,22,2.5
33.2,24.6,2
33.3,25.8,2.3
34.3,26.9,2.2
36,25.5,2.2
34.3,26.4,2.3
35.7,28.6,2.1
32.9,30.2,2.4
32.2,29.9,2.4
32.9,31.2,2.1
33.6,32.4,2.2
33.4,34.4,2.4
32.5,33.5,2.3
34.7,34.8,2
33.2,36.8,2.1
35.3,37.1,2.2
35.9,39.2,5.7
35.3,40.8,7.9
34.6,41.3,7.6
33.9,42.3,6.1
32.1,43,6.1
35.4,43,7.1
33.1,45.7,6.9
33,45.5,7.8
34.9,45.3,7.5
33.8,47.7,6.3
33.9,47.8,7.7
34.3,50.1,7.6
35.7,50.5,6.3
35.7,50.2,7.4
33.7,53,5.6
35.2,52.1,7.6
32.9,53.1,6.6
32.5,56.2,6
34.7,55.9,7
33,58.5,5.4
35.4,59.1,5.2
34.8,59.4,7.9
35.4,62,6.8
35.4,60.7,7.6
33.9,61.5,6
34.7,63.8,5.6
33.1,64.4,6.9
34.1,65,5.1
32.1,65.6,7.3
34.9,66.4,6.8
35.4,68.3,7.9
34.9,68.7,7.5
36,69.1,5.6
35.2,72.1,5.5
33.9,71.5,6.3
33.4,72.7,7.9
33.7,75.5,6.7
34.6,74.9,7.5
33,75.7,5.2
35.1,77.5,7.2
35.2,77.3,6.6
33,80.5,7.2
33.3,81.3,5.4
35.9,81.5,6.8
34.9,83.9,6.5
34,82.1,5.5
33.4,83.6,6.6
33.4,85.7,5.5
35.8,86.7,6.6
32,86.7,6.6
35,88.1,5.4
35.7,89.8,5.7
34.9,91,6.2
35.6,91.6,5.1
34.2,91.1,5.7
34.1,92.7,7.9
32.6,93.1,5.3
33.3,94.2,6.3
34.3,97.3,8
33.5,97.6,6.2
34.1,98.9,5.4
32.4,100.3,5.3
32.6,100.9,6.5
36.5,1.1,7.4
33.3,3.7,5.5
33.3,2.6,5.7
35.6,3.7,6.5
36.3,4.9,6.5
34.3,6.4,6.3
34.1,6.5,6
36,9.9,6.3
33.2,9.4,2.2
36.4,9.5,5.2
34.4,10.6,2.2
33.4,11.9,2.4
34.1,14.3,2.2
35.8,13.2,2.1
34.3,15.1,2.2
36.3,17.9,2.2
34,16.2,2.2
34.3,17,2.3
37,20.2,2.1
34.9,20.9,2.4
33.6,22.7,2
35.5,21,2.1
34.8,23.9,2.3
33.2,24.4,2.5
33.3,26.2,2.4
34,26,2.4
33.5,27.6,2.1
34.6,29,2.4
33.4,28.2,2.2
35.7,31.3,2.5
33.2,31.2,2.2
36.5,33.6,2.2
36.2,33.9,2.3
36.5,34.6,2.3
34.6,35.3,2.1
36.7,37.6,6.1
36.5,37.8,5.3
33.6,38.3,2.1
36.5,39,6.1
36.4,40.9,6.9
33.6,41.7,6.6
34.7,41.2,5.2
34.8,43,6.5
33.9,43,5.5
36.2,45.9,5.5
35.6,45.1,6.4
35.7,49,6.9
34.5,48.6,6.7
34.6,50.8,7.8
34,50.2,7.6
34.5,51.2,7.6
35.8,52.3,6.7
36.6,55,5.5
35.6,53.6,7.9
35.4,55.6,6
34.4,56.7,7.3
33.9,58.8,7.5
35.7,58.7,6.5
33.8,60.2,5.9
36.8,59.8,6.2
35,62.9,5.5
33.1,62.6,6.7
36.5,64.6,5.3
34.9,65.2,5.9
33.2,64.2,8
36.7,65.1,7.6
36.8,68.5,7.6
36.9,69.6,5.5
33.8,69.3,7.1
34.2,69.8,6
34.8,71.1,6.7
33.1,73.8,5
33.3,72.3,6.3
35.2,75.7,6.6
34.9,76.8,6
36.5,75.3,6.5
36.6,78.9,5.6
33.8,77.6,6.6
36.3,79.4,6.1
35.1,81,7
33.4,80.7,5.9
33.4,81,5.9
34.1,82.9,6.2
36.3,86,5.9
36.9,86.2,6.2
34.7,87.5,6.9
35.7,87.7,6.9
35.5,87.8,5.3
36.1,90.7,5.3
34.7,90.1,5.7
35,90.5,7.6
36.6,91.1,6
35.6,94,7
35.4,93.6,5.1
34.6,94.7,7.1
36.1,97.6,7
36.6,96.2,6.5
35.5,97.9,7.7
35.5,100.5,6.6
36,99.7,6.1
35.9,2.3,6.4
37.7,1.3,5.4
37.4,2.1,7
34.7,3.1,6.1
35,4.2,7.7
36.1,7.8,5.7
34,7.3,7.5
36.4,7.2,6.5
35.2,9.6,6.8
36.9,9,7.9
38,11.4,7.3
36,11.3,6.9
36.8,13.3,2.3
36.9,14.5,2.4
34.4,14.5,2.5
36.9,16.4,2.2
34.9,17.9,2.3
37.2,18.8,2.4
36.6,20.3,2.4
35.5,19.9,2.5
36.9,22.4,2.2
34.8,22.8,2.3
35.1,23.3,2.4
36.1,24.6,2
34,26.5,2.5
37.5,26,2.1
34.5,27,2.1
36.9,27.1,2.5
35.7,30.6,2
36.3,29.7,2.5
35.8,30.9,2.2
35.6,33.5,2.1
34.3,33,2.2
36.1,35,2.4
37.8,36.7,5.6
35.2,36.5,2.5
34.4,37,2.4
36.7,39.9,5.2
35.8,38.4,5.8
35,41,6.3
37.5,41.2,5.5
34.5,43.7,7.8
36.5,42.9,6
36.7,45.1,7.2
35.8,46.2,5.7
37.4,46.5,6.7
34.6,48.1,6.2
36.7,49.1,5.7
36.6,50.8,5.1
37.1,49.9,6.5
34.1,51.1,6.1
34.2,51.4,7.9
37.5,54.9,5.7
36.5,55.7,7.3
36,54.1,5.8
37.1,56.8,6.3
36.3,57.9,6.3
37.5,59,7.5
35.9,59.9,5.9
34.5,60.5,6.6
35.7,60.4,7.8
34.9,63,5.3
35,62.2,6.1
35.7,65.8,7.6
36.7,65.3,7.5
37.7,65.3,7.1
34.2,67.3,6.9
35.3,69.2,7.1
37,69.1,6.4
35.7,70.9,6.8
37.4,70.6,6.5
37.1,71.5,5.7
34.1,74,5.5
35.9,75.8,8
35.6,74,5.3
37.2,77.8,7.2
37.4,77.6,6.7
34.2,77.7,7.6
37.9,79.9,6.8
35.2,81.8,7.4
34.7,82.5,5.4
36.4,84,5.8
35.4,84.6,6.7
36,84.8,5.8
36.4,86.5,6.4
36.6,87.7,6.8
34.1,88.4,5.9
35,88.1,5.7
36.2,88.6,6.6
36.4,89.6,5.1
36.3,90.2,5.8
36.9,92.3,8
37.4,93.7,7.2
37.4,95.2,7
36.7,96.9,7.4
37.4,95.6,5.5
34.5,98.5,8
37,98.7,7
36.2,100.1,6.4
37.3,99,6.9
37.6,0.9,6.9
36.9,2.8,7
35.7,3.3,5.8
36.9,3,5.6
36.9,4.4,6.4
37.4,5.9,6.3
37.5,8.6,6.9
36.1,9.9,6
37.4,9.5,5.4
36.1,11.1,6.4
35.5,10.9,7.4
36.5,11.6,7.3
37.4,14.7,2.2
36.2,14.3,2
35.4,14.1,2.1
35.5,15.6,2.3
35.4,17.6,2
38,19.6,2
38.6,19.7,2
35.6,21.4,2.4
38.5,20.2,2.4
36.3,21.7,2.3
35.3,23.3,2
35.3,24.4,2
35.7,24.3,2.5
38.3,26.5,2.2
36.9,26.6,2.4
35.6,27.5,2.2
35.9,30.7,2.5
36.5,29.2,2.5
37.5,32.1,2.4
38.1,33.5,2.1
36.3,34.3,2.3
36.1,34.8,2.1
36.9,36.8,6.9
36,35.4,2.4
37.5,37.7,7.3
36.6,38.8,6.6
37,39.4,6.6
35.5,41.6,6.9
37.7,40.1,5.9
35.8,43.4,5.4
37.2,44.7,7.9
35.4,45.1,7.8
35.9,45.1,6.6
36.4,47.3,5.1
35.1,47.1,7.6
38.5,48.4,6.8
37.8,49.2,7.3
35.8,49.9,7.5
36.4,51.7,8
35,51.7,5.9
36.6,53.4,6.1
36,54,5.6
37.8,55.6,7.1
38.2,56.6,7.2
35.2,57.6,8
36.4,58.1,6.2
38.9,58.1,7
35.1,60.5,7
38.7,61.6,5.6
37.3,63.9,7.2
36.5,62.6,5.7
35.6,63.4,5.1
35.7,64.4,6.7
37.5,65.6,7.2
37.3,66.4,7.6
35.3,68.8,7.4
35.7,70.2,5.8
36,71.5,6.2
37.7,72.8,7
38.1,72.5,6.6
35.3,74.9,6.9
37.4,75.4,6.2
36.7,75.3,6.1
38.4,77.4,7.5
36.1,78.3,5.9
37.1,77,6.9
38.8,78.4,6.9
37.8,81.1,7.7
38.2,80.5,6.8
35.4,83.4,6.7
37.9,83.2,6
37,83.9,6.4
39,86,7
35.1,87.1,7.2
37.6,86.2,7.1
37.5,88.9,7.1
35.5,88.5,7.1
35.5,91.5,7.8
38.7,90,5.6
37.8,93,5
36.2,92.1,7.1
36.2,94.8,7.7
39,94.2,5.9
38.1,96.7,6.2
36.2,97.2,5.6
36.5,99.3,7.8
36.3,100.9,5.3
37,100.7,5.3
38.5,0.8,6.9
36.4,1.8,7.6
38.4,2,7.2
39.6,4.6,5.2
39.4,6.6,6.3
39.6,5.3,6.8
37.8,6.5,7.9
37.9,7.5,5.8
37.5,9.1,5.5
36.7,9.9,6.1
36.4,10.9,6.9
36.4,13.7,2.1
38.7,14.9,5.8
38.2,15.4,2.1
37.8,14.2,8
39.6,17.4,6.6
36.1,17.2,2.3
38.8,17.6,2.5
39.3,20.8,2.3
39.8,21.8,2.4
40,22.9,2.1
39.4,23.3,2.3
38,23.3,2.1
37.9,24,2.2
39.9,25.3,2.3
37.8,26.6,2.4
37,27.2,2.2
38.8,29.4,2.1
37.2,29.1,2.2
38.2,29,2.4
39,32.1,2.3
38.5,31.6,2.2
39.2,34.9,7.7
38.7,33.8,7.6
36.8,34.2,2.4
39.3,35.2,5
38.9,38.5,6.8
39.3,37.4,5
39.2,40.1,5.3
37,40.5,7.6
39.1,40.4,6.7
38.9,43,7.8
39.1,42.3,6.1
39.7,43.5,7.1
36.2,44.4,7.5
38.6,47,5.8
38.6,46.5,7.2
39.4,47.4,6.8
36.2,50.9,7.9
38.4,50.8,8
36,52,5.2
39.7,53.7,5.6
37.7,52.4,6.1
38.3,53.4,5.1
38.5,54.9,6.1
38.1,55.3,7.9
36.9,56.5,6.2
38.4,57.6,7.4
36.3,60.7,6.1
36.3,61.3,5.9
37.7,62.1,6.8
37.8,62.2,7.2
38.1,62.9,6.8
39.1,63.8,7.8
37.4,64.7,5.6
36.6,66.5,8
38.5,66.4,6.1
36.1,68.5,5.2
39.1,68.8,7.3
39.8,70.7,6.4
38.3,72.7,5.2
36.4,71.4,5.5
37.8,73,6.7
36.6,74.7,7.3
38.3,75.9,6.4
37.5,77.8,6.5
38.4,78.5,6.5
37.8,79.2,7.9
39.5,80.9,5.4
38.5,80.6,7.5
39.2,81.9,5.9
37.5,81.5,5.5
38.6,82.6,7.2
37.3,84.9,7.5
38.1,86.4,6.3
39,85.9,7.5
38.7,87.3,7.8
39.7,87.8,6.5
39.1,89,6.8
